Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,128.6171112060547,143301900
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,130.20729064941406,97664900
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,125.82432556152344,155088000
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,130.11785888671875,109578200
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,131.2409210205078,105158200
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,128.1897430419922,100384500
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,128.01084899902344,91951100
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,130.08802795410156,88636800
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,128.12017822265625,90221800
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,126.36100769042969,111598500
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,127.04679107666016,90757300
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,131.22105407714844,104319500
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,136.03140258789062,120150900
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,138.21792602539062,114459400
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,142.0443115234375,157611700
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,142.28286743164062,98390600
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,141.18959045410156,140843800
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,136.25003051757812,142621100
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,131.15147399902344,177523800
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,133.31809997558594,106239800
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,134.1629180908203,83305400
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,133.11935424804688,89880900
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,136.5482177734375,84183100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,136.1251678466797,75693800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,136.2744903564453,71297200
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,135.37864685058594,76774200
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,134.7615203857422,73046600
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,134.50274658203125,64280000
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,134.74160766601562,60145100
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,132.57176208496094,80576300
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,130.232666015625,97918500
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,129.10789489746094,96856700
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,129.2671661376953,87668800
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,125.41513061523438,103916400
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,125.27577209472656,158273000
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,124.76814270019531,111039900
